asin,title,price,imUrl,description,brand
0002315459,Mr. T. (The diamond jubilee collection),NULL,http://ecx.images-amazon.com/images/I/61-008EsCGL.jpg,NULL,NULL
0002261200,The Coins of Judas,NULL,http://ecx.images-amazon.com/images/I/41MNHYHC4KL.jpg,"'This superior thriller does more than entertain: it questions the nature of power and the lengths people will go to acquire it.' Christopher Matthew, Daily Mail",NULL
0002250756,The Color Garden (Red : Single Color Plantings for Dramatic Landscapes),NULL,http://ecx.images-amazon.com/images/I/51hvoWlEkqL.jpg,"Sporting arresting covers, a snappy layout with handsome, glossy photographs and a neat conceit, this series of four slender volumes offers considerably less in the way of practical information. McDonald, garden editor of Houston Life, provides beautiful pictures of blooms, foliage and fruits, accompanied by brief sections of text written in an authoritative, somewhat off-putting prose that tends toward hyperbole: ""Roses have set the standard for redness from the beginning of recorded history."" In each volume, the color range is quite broad, so that Red embraces the ""rose-purple spikes"" of the obedience plant and the yellow-orange brilliance of the Gloriosa daisy, while the silver foliage of dusty miller is included in Blue. Unquestionably pretty to look through-the photos were taken mainly at nurseries and public and private gardens in the U.S., Canada and England-and likely to spark ideas in a gardener's mind, the volumes nevertheless disappoint by scanting such crucial considerations as appropriate planting zones (the flowers featured tend to favor hot climates) and other plant-specific requirements. Each volume includes a packet of containing three or four varieties of color-selected seeds, enough for a 1'35' ""border"" (i.e., two windowboxes). Gardeners seeking an in-depth discussion of color theory, sample garden designs and a plant gallery will need to look farther than this series of gift books.Copyright 1995 Reed Business Information, Inc.",NULL
0002202085,London 360: Views Around British Airways London Eye,NULL,http://ecx.images-amazon.com/images/I/51HND6G0G0L.jpg,"""London 360"" is inspired by the London Eye observation wheel, one of the most exciting new structures this magnificent city has ever seen. Located on the South Bank and rising more than 400 feet above the ground, it offers visitors a thrilling perspective on London and its landmarks. From the Docklands, the Dome, and the booming developments along the River Thames, through the heart of the city and the West End, aerial photographer Jason Hawkes has captured all the drama of London's ever-changing skyline.",NULL
0002326825,Only Darkness,NULL,http://ecx.images-amazon.com/images/I/5184VK4Y2YL.jpg,NULL,NULL
0002235013,Alistair MacLean's Night Watch,NULL,http://ecx.images-amazon.com/images/I/51aMGUnQlOL.jpg,'Exciting and with all the action MacLean fans are used to' Northern Echo 'A magnificent storyteller' Sunday Mirror 'The most successful British novelist of his time' Jack Higgins 'Alistar MacLean is one of the few people writing today who has a story to tell.' Daily Express--This text refers to an out of print or unavailable edition of this title.,NULL
0002251981,"See You Later, Litigator! (Peanuts at Work and Play)",NULL,http://ecx.images-amazon.com/images/I/71CVXGA557L.gif,"Charles M. Schulz, the most popular cartoonist in history, published the comic strip, Peanuts, in 2,600 newspapers worldwide and won several prestigious awards, including the Congressional Medal of Honor. Mr. Schulz died February 12, 2000, the night before his farewell Peanuts comic strip was published.",NULL
0002326698,The Company of Strangers,NULL,http://ecx.images-amazon.com/images/I/41EHNK1DM7L.jpg,"Praise for A Small Death in Lisbon 'An interesting...impressive novel' Sunday Telegraph 'A large book in every way...A highly satisfying book, part thriller, part psychological mystery and part novel of ideas. And it is superbly well written' Irish Times 'Complex and fascinating, the novel provides a memorable picture of the intrigue-ridden neutral city in 1941' The Times",NULL
0002321688,Mortal Ruin,5.98,http://ecx.images-amazon.com/images/I/51KoC2ee9xL.jpg,NULL,NULL
0002251205,Planet Vegas : A Portrait of Las Vegas by 20 of the World's Leading Photographers,NULL,http://ecx.images-amazon.com/images/I/51P594KFFNL.jpg,"Planet VegasProject Directors Rick Browne and James Marshall are co-founders of Pacific Rim Concepts, specializing in high quality photography books. The co-directedA Day in the Life of Thailand,andHong Kong: Here Be Dragons.Both Browne and Marshall are internationally known photojournalists. Their work appears regularly in publications such asPeople, Newsweek, The New York Times,andThe San Francisco Examiner.",NULL
0002251213,Ronald Reagan: The Wisdom and Humor of the Great Communicator,16.42,http://ecx.images-amazon.com/images/I/41FkvmdkykL.jpg,"In a unique collection of photographs and quotations, a  celebration of the warmth, wisdom, and humor of Ronald Reagan.",NULL
0002326841,Touched by the Dead,68.89,http://ecx.images-amazon.com/images/I/41FAEH3NGDL.jpg,NULL,NULL
0002226049,The Last Frontier,6.64,http://ecx.images-amazon.com/images/I/61u8S-gBIiL.jpg,"'Breathless, bloody and detailed.' Daily Telegraph 'Swift-moving, with a tremendous climactic scene on the snow-swept roof of a trans-Hungarian express.' Glasgow Herald--This text refers to an out of print or unavailable edition of this title.",NULL
000221685X,the queen's confession,96.0,http://ecx.images-amazon.com/images/I/514ouO3c0OL.jpg,NULL,NULL
0002446405,Claverton Mystery,NULL,NULL,NULL,NULL
0002551101,Bird Nests,NULL,http://ecx.images-amazon.com/images/I/919hqAnRgWL.jpg,NULL,NULL
0002326876,The Ambiguity of Murder (Inspector Alvarez Novel),NULL,http://ecx.images-amazon.com/images/I/51Q7MPPYNXL.jpg,"Murder will out, and does, in this latest addition (after 2000's An Enigmatic Disappearance) to the long-running and well-loved Inspector Alvarez series. Set as usual on Jeffries's home island of Mallorca, it features fair-play detection and (more importantly) keen observation of the human species. When the body of a retired Bolivian diplomat is found floating facedown in his swimming pool, Alvarez suspects the death was no accident. When he begins receiving calls threatening his life if he doesn't drop the case, he knows he's on the right trail. Then the unexpected occurs, proving family bonds are stronger than bureaucratic torpor. The simpatico Alvarez bases his conclusions not on fantastic deductions or painstaking forensic evidence but on patient and profound insight into the human soul. Like Maigret, he savors a case, displaying tolerant bemusement at human foibles. (""Why did modern youth enjoy hairstyles which made them look as if they were suffering from alopecia?"") In addition, there are nice touches of local color throughout. (""The bay backed by mountains and marshland, the cerulean sea, and the curving beaches of sand, pebbles, or rock, were still beautiful despite the marina, flats, restaurants and stores selling kitschy goods and the holiday camp which looked as if it had been designed by a French bureaucrat."") In sum, the style is pleasing, the detection inspired and the novel, as a whole, sometimes tragic but never dispiriting.Copyright 2001 Cahners Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",NULL
0002311240,Cover-up story,NULL,NULL,"In this rollicking mystery, Douglas Perkins of the London public relations firm Perkins & Tate must keep his major clientan American country singerhappy so that his company can stay solvent. It is no easy task. Black Bart is a tyrant whose sexual appetite for young girls has forced him to flee the U.S. His troupe includes Lou-Ann Cooney, the ""comedy star,"" and Maw Cooney, the ultimate stage mother; the Cousins, a group of unsavory musicians; Uncle No'ccount; Crystal Harper, Black Bart's sister; and Sam Marcowitz, ""a man who could give wallpaper lessons on fading unobtrusively into the background,"" road manager and brother of Perkins & Tate's financial backer. When Maw Cooney is hurt in a dubious accident, then dies after exclaiming ""The bastard pushed me!"" Perkins is suspicious and apprehensive: He may know who the ""bastard"" is. Perkins and his partner Gerry Tate try unsuccessfully to keep the peace within Black Bart's group, but everyone seems determined to stir up more trouble. Babson ( Reel Murder , Untimely Guest ) has a coolly amused, ironic voice. Though her characters are not fully realized, and the villain is obvious, their antics are reason enough to enjoy this fast-paced mystery.Copyright 1988 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",NULL
0002314282,Tartan Ringers (The Crime club),7.89,http://ecx.images-amazon.com/images/I/718cQTK2yFL.jpg,The fun and frights are nonstop ... lusty entertainment. Publishers Weekly,NULL
0002255200,The Swinging Bridge,NULL,http://ecx.images-amazon.com/images/I/414ME5XJQGL.jpg,NULL,NULL
0002338114,Time at Tarragon,NULL,NULL,NULL,NULL
0002238934,November Boots,NULL,http://ecx.images-amazon.com/images/I/31QLoiSbR6L.jpg,NULL,NULL
0002218844,Sweet Dreams,13.83,http://ecx.images-amazon.com/images/I/51eNktzSm1L.jpg,"Michael Frayn was born in London in 1933 and began his career as a journalist on the Guardian and the Observer. His novels include Towards the End of the Morning, Headlong, Spies and Skios. His seventeen plays range from Noises Off, recently chosen as one of the nation's three favourite plays, to Copenhagen, which won the 1998 Evening Standard Award for Best Play of the Year and the 2000 Tony Award for Best Play. He is married to the writer Claire Tomalin.",NULL
000220035X,Top Birding Spots in Britain &amp; Ireland,NULL,http://ecx.images-amazon.com/images/I/41GAJ89DAML.jpg,NULL,NULL
0002245604,The Faces of Fear,5.99,http://ecx.images-amazon.com/images/I/61zANmtc6GL.jpg,NULL,NULL
0002550865,The Best of France,12.68,http://ecx.images-amazon.com/images/I/51FJP23DTYL.jpg,"This wonderful series is the easiest way to sample some of the  world's finest cuisines from the comfort of your own kitchen.  Small in  size, yet large in recipe selection, each volume offers a delicious  range of dishes--from the simple to the imaginative.",NULL
0002551152,Asia: The Beautiful Cookbook,37.69,http://ecx.images-amazon.com/images/I/5104VNXX96L.jpg,Each title in this award-winning series offers an exquisite  region-by-region taste tour filled with culinary specialties and  surprises.  Included in each large-format volume are gorgeous food and  landscape photographs.,NULL
0002254131,Acts of Betrayal,11.55,http://ecx.images-amazon.com/images/I/51Z7TC6JHBL.jpg,"'Terrific... as good as anything Dobbs has done... superb.' Sunday Telegraph  'Dobbs has given us a splendid diversion, one that makes it worth chucking the TV set out of the window and settling down with a book.' Sunday Express  'A cracking good read -- Goodfellowe is the most affectionately drawn crumpled anti-hero since Jim Hacker.' The Big Issue  'Brilliant... full of magnificently dark political characters.' Daily Mail",NULL
0002239221,Problem at Pollensa Bay,17.68,http://ecx.images-amazon.com/images/I/31zZVN0UD3L.jpg,"Dame Agatha Christie's prolific output of novels, short stories, and plays have sold more than 400 million copies and have been translated into 103 languages. Only the Bible and works by Shakespeare have outdistanced her. Problems at Pollensa Bay & Other Stories provides a delightful addition to this vast body of writing by ""the mistress of mystery."" Though these eight stories are not new, several are less well known, and this audiobook represents an exciting renewal of one of the world's most popular authors. ""The Harlequin Tea Set,"" thought to be Dame Agatha's last short story, is a tale of mistaken identity and features Mr. Saterthwaite and Harley Quin, who also appear together in ""The Love Detectives,"" a little-known story about a messy love triangle. Mr. Parker Pyne, Christie's goverment statistician turned detective, is called upon to save a love-struck young man in the title story. Also included is a mystery involving the eccentric and slightly pompous Hercule Poirot. The audiobook is narrated by Jonathan Cecil, whose superb vocal adaptations greatly enhance Dame Agatha's work. This is an excellent production, highly entertaining, and a most worthwhile purchase for any library.?Gretchen Browne, Rockville Centre P.L.,Copyright 1995 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",NULL
0002254409,Seahorses,NULL,http://ecx.images-amazon.com/images/I/511FCFFD9BL.jpg,NULL,NULL
0002252139,"Bah, Humbug! (Festive Peanuts)",NULL,http://ecx.images-amazon.com/images/I/51FHZ5AE72L.jpg,NULL,NULL
0002310899,Destination Unknown (Agatha Christie Collection),6.64,http://ecx.images-amazon.com/images/I/41S8HFJ2HYL.jpg,'Nothing should be taken for granted.' Spectator  'Agatha Christie gives us one of her rare thrillers in place of a detective story - just to show that she can write the one as well as the other.' Sunday Times  'A first-class thriller.' Birmingham Post,NULL
0002550296,Thailand: The Beautiful Cookbook,37.69,http://ecx.images-amazon.com/images/I/51GNSGJ110L.jpg,"Panurat Poladitmontri, chef-owner of the Lemon Grass Grill Restaurant in Seattle, is proud of his Thai heritage. Recognized as one of the leading Thai chefs in America, he has authored cookbooks, appears frequently in the media, and travels internationally to teach Thai cuisine. Judy Lew, considered the Northwest's leading expert on pacific Rim Cuisine, is the author of many cookbooks on Asian cuisine, includingEnjoy Chinese Cuisine; Flavors of Chineses Cooking; Dim Sum Appetizers and Light MealsShe is the Director of the Uwajimaya Cooking School.",NULL
0002322307,Death of a Salesperson,10.67,http://ecx.images-amazon.com/images/I/61Trn9d3jeL.jpg,NULL,NULL
0002237814,Raise the Red Dawn,11.04,NULL,"Davis's ( Blind Prophet ) latest effort to cash in on the popularity of military techno-thrillers involves a Soviet submarine that becomes helplessly frozen in an arctic ice cap. Both Soviets and Americans race to recover the sub, which is carrying a revolutionary new superconductor, iriniump. 65 . This novel offers plenty of action, but the writing is unintentionally funny. It's hard to believe that an author could put these words into a character's mouth: ""I used to walk five miles to school in weather like this. . . . Used to say it was colder than a witch's left tit. Damned if I ever knew why the right one was warmer."" Or this, when a polar bear approaches a female CIA agent on the ice cap: ""With a sinking feeling, Justine realized she was not alone."" The characters are stereotypes straight from central casting, including the absent-minded professor, the evil Soviet sub commander and the beautiful female spy. Davis even manages to include two lovemaking scenes, which severely strain the credibility of his story. One of these scenes takes place in an empty torpedo tube while the father of the woman guards the couple's privacy.Copyright 1991 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",NULL
0002551489,The Best of Mexico,17.36,http://ecx.images-amazon.com/images/I/614WQDMDWWL.jpg,"This wonderful series is the easiest way to sample some of the  world's finest cuisines from the comfort of your own kitchen.  Small in  size, yet large in recipe selection, each volume offers a delicious  range of dishes--from the simple to the imaginative.",NULL
0002251884,Snoopy: Not Your Average Dog,NULL,http://ecx.images-amazon.com/images/I/41VM84SEMML.gif,"Charles M. Schulz, the most popular cartoonist in history, published the comic strip, Peanuts, in 2,600 newspapers worldwide and won several prestigious awards, including the Congressional Medal of Honor. Mr. Schulz died February 12, 2000, the night before his farewell Peanuts comic strip was published.",NULL
0002552523,City Dogs,NULL,http://ecx.images-amazon.com/images/I/717O7Re8SnL.jpg,NULL,NULL
0002552264,Potatoes: A Country Garden Cookbook,NULL,http://ecx.images-amazon.com/images/I/51LUq%2B0sJJL.jpg,"Waldrone ( Cold Spaghetti at Midnight ) here finds redeeming value in a humble thing, traipsing with the potato through culinary Mexico, France, Italy, Hungary, the Middle East and various quarters of North America. As glimpsed through the fine nostalgic mist of Jones's camera, the root swells a Mediterranean fish stew; stuffs golden fowl or green chilies; or lies au naturel , pending baking or roasting. Among the most appealing recipes are the simplest: in roasted balsamic potatoes and onions, recommended as an accompaniment to red meats, the contenders are oven-roasted first in olive oil and then in seasoned balsamic vinegar; in rosemary potato skewers, potato chunks are boiled, dredged in herbs and spices, and grilled on charcoal. But if the potato lends itself to these visceral pleasures, it can also sneak into upper-crust tarts without suffering. (And even into hummus--where, one suspects, it may languish.) Waldron, trained at La Varenne, offers appetizers, side dishes and main courses in her brief book, a new entry in Collins's attractive Country Garden Cookbook series, and even offers advice to the amateur grower--but omits desserts, where potatoes can give depth and moist substance, if not pungence, to tortes. BOMC selection.Copyright 1993 Reed Business Information, Inc.",NULL
0002477904,Top hand,NULL,http://ecx.images-amazon.com/images/I/71W4-FEyMTL.jpg,NULL,NULL
0002255553,The Boy in the Moon,NULL,http://ecx.images-amazon.com/images/I/41HCNGMR10L.jpg,"'The Boy in the Moon confirms O'Riordan's status as a writer of wit, originality and delicacy who can surprise and delight at every turn.' Sunday Tribune 'A pacy, thriller-like plot... the characters are vivid and the observations tartly accurate.' Irish Times 'Exquisitely spare in execution, this is a haunting examination of human strength and frailty.' Time Out--This text refers to thePrint on Demand (Paperback)edition.",NULL
0002324849,A Shrine of Murders,NULL,http://ecx.images-amazon.com/images/I/5137RCxXoHL.jpg,NULL,NULL
0002314355,Weekend for Murder (Collins Crime Club),NULL,http://ecx.images-amazon.com/images/I/71crL2rKywL.jpg,NULL,NULL
0002551500,The De'Medici Kitchen (PBS Series),NULL,http://ecx.images-amazon.com/images/I/412T62WSCML.jpg,NULL,NULL
0002550741,Web of Hate: The Far Right Network in Canada,NULL,http://ecx.images-amazon.com/images/I/6116zWplh-L.jpg,NULL,NULL
0002326817,The Multiple Cat,NULL,http://ecx.images-amazon.com/images/I/512T3Z9959L.jpg,NULL,NULL
0002327031,An Artful Death (Inspector Alvarez Novel),NULL,http://ecx.images-amazon.com/images/I/517M5HJWDXL.jpg,"Inspector Alvarez (Seeing Is Deceiving) suspects that a British  cabinet minister is involved in a Mallorcan murder, but when he  expresses his opinion too fervently, he winds up in trouble with  his chief. The case goes on, of course, to the delight of many  series fans.Copyright 2002 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",NULL
0002552396,"My Story: The Duchess of York, Her Father and Me",NULL,http://ecx.images-amazon.com/images/I/81-BMWWMT-L.jpg,NULL,NULL
0002214407,"The Fetishist and Other Stories, translation of Le coq de bruyere",24.3,http://ecx.images-amazon.com/images/I/41EGV8Rup-L.jpg,"Text: English, French (translation)",NULL
0002552256,Apples: A Country Garden Cookbook,9.12,http://ecx.images-amazon.com/images/I/51QXSBNPGZL.jpg,"Beautifully designed and exquisitely photographed, this unique  series showcases sensational recipes that exhibit the wonderful  versatility of fruits and vegetables, fresh from the garden or  greengrocer's basket.",NULL
0002261790,The Valparaiso Voyage,NULL,http://ecx.images-amazon.com/images/I/4112VNJHARL.jpg,NULL,NULL
0002318733,Who is Simon Warwick?,13.45,NULL,NULL,NULL
0002553430,Tomatoes: A Country Garden Cookbook,16.93,http://ecx.images-amazon.com/images/I/51YXF82335L.jpg,"Beautifully designed and exquisitely photographed, this unique  series showcases sensational recipes that exhibit the wonderful  versatility of fruits and vegetables, fresh from the garden or  greengrocer's basket.",NULL
0002552574,I Dream of Madonna: Women's Dreams of the Goddess of Pop,NULL,http://ecx.images-amazon.com/images/I/61INrxMCCaL.jpg,"Lustily conceived like a Dada art object, this offbeat little book collects the dreams of 50 women about pop singer Madonna, accompanied by color collages made by Turner and artist David Kolwyck. Turner, a folklorist and lead singer in an all-women rock band, asserts that Madonna has invaded the psyches of women as a symbol of fearlessness, sexuality free of shame, and self-realization. The women whose dreams she records include homemakers, teenagers, grandmothers, a professor and a banker. Some dream of rescuing Madonna from danger; others dream of making love to her; in one dream the pop star is a policewoman. To most of the dreamers, Madonna is a sisterly companion or empowering friend. The collages, in a surreal style highly reminiscent of rock 'n' roll album cover art, reinforce the overhyped notion of Madonna's ""liberating sexual self-centeredness."" 35,000 first printing.Copyright 1993 Reed Business Information, Inc.",NULL
0002311216,Passenger to Frankfurt,6.64,http://ecx.images-amazon.com/images/I/21nsasmPMwL.jpg,'Marvellously entertaining' OBSERVER 'It is not an impossible story - it is only a fantastic one.' AGATHA CHRISTIE,NULL
0002553341,Roy Rogers: King of the Cowboys,12.42,http://ecx.images-amazon.com/images/I/51bns6ixoEL.jpg,"Some things you just don't outgrow. Take Roy Rogers. Yes, the idea of singing cowboys is about as silly as fried Spam sandwiches, but if you were 10 once and watched Roy, Dale, and Trigger cavort on the big screen (or, later, on television), there's probably still a part of you that can't hear ""Happy Trails to You"" without feeling a wee bit wistful. You'll feel more than that after browsing through this nostalgia-soaked photo-biography. Combining wonderful vintage photographs with a brief autobiographical narrative from Roy himself, the book chronicles the storybook life of one Leonard Slye, a Depression-era teenager when his family left their Ohio farm for a dust-bowl journey to California. Only a few short years later, Leonard had become Roy Rogers, ""King of the Cowboys,"" and was launched on a career that would encompass 81 movies, a TV series, and hundreds of radio performances and recordings. The success of Roy Rogers says a lot about the U.S. during the Depression and throughout World War II, but it says even more about the wide eyes of kids everywhere at anytime. It's all here in this sparkling piece of Americana.Bill Ott",NULL
0002553449,Berries: A Country Garden Cookbook,10.77,http://ecx.images-amazon.com/images/I/51S0V5A61RL.jpg,"Beautifully designed and exquisitely photographed, this unique  series showcases sensational recipes that exhibit the wonderful  versatility of fruits and vegetables, fresh from the garden or  greengrocer's basket.",NULL
0002550512,Braver Men Walk Away,NULL,http://ecx.images-amazon.com/images/I/41YHdt9b6cL.jpg,NULL,NULL
0002241749,Duncton Stone - Volume Three of The Book of Silence,NULL,http://ecx.images-amazon.com/images/I/61o7cYXxh3L.jpg,NULL,NULL
000255223X,The Best of India: A Cookbook,21.88,http://ecx.images-amazon.com/images/I/618%2BS4rbeoL.jpg,"This wonderful series is the easiest way to sample some of the  world's finest cuisines from the comfort of your own kitchen.  Small in  size, yet large in recipe selection, each volume offers a delicious  range of dishes--from the simple to the imaginative.",NULL
0002553910,Broken Lives; A Personal View of the Bosnian Conflict,NULL,http://ecx.images-amazon.com/images/I/51ca9wVk94L.jpg,NULL,NULL
0002554216,A Heart for Children: Inspirations for Parents and Their Children,NULL,http://ecx.images-amazon.com/images/I/51N1ZXN8CYL.jpg,"Margaret Fishback Powers brought hope and joy to people  everywhere with her poem ""Footprints."" Her book,Footprints: The  True Story Behind the Poem, has sold over 150,000 copies in the two  years since its publication.Her recently publishedLife's  Little Inspiration Bookoffers wisdom for everyday living and is  another sales success. Clearly, Margaret Fishback Powers is an  inspirational phenomenon, her gentle and spiritual brand of wisdom a  warm beacon to millions of people all over the world.Now, inA  Heart for Children, Margaret Fishback Powers shares loving,  transforming meditations, thoughts and poems on the pure and simple  joys and sorrows of parenthood, family life and the hopes and dreams we  embrace for our children.",NULL
0002553473,Souvenirs: Gifts from the Garden,NULL,http://ecx.images-amazon.com/images/I/51cdr3g1vlL.jpg,Souvenirs is a stunning celebration of the untold treasures that  can be gathered from the garden. Easy-to-follow instructions and  professional tips encourage cultivating your own garden and exploring  flowers and greenery in a variety of compositions.--This text refers to an out of print or unavailable edition of this title.,NULL
0002229781,The White Tiger,NULL,http://ecx.images-amazon.com/images/I/71aASV23bLL.jpg,"To judge by this densely textured and occasionally exciting suspense novel, China after Mao is still a dangerous place to be, especially for those in power. The protagonist, Hong, is a high-ranking policeman whose stubborn honesty leads him to investigate, unofficially and at growing personal risk, the mysterious death of his friend and mentor, while at the same time he is officially tailing a visiting American psychiatrist presumed to be a spy. Hong's investigations take him on a journey through the past that ends with his expose of treachery and crime among Mao's closest associates, the ""tigers"" of the Revolution. The novel's chief strengths are its intensely realistic depiction of a Peking bureaucracy, wherein those with the strongest noses for ""spiritual pollution"" appear to be the most corrupt, and Hong himself, a sympathetic and credible figure caught in the toils of sordid events. Its weaknesses are a pedestrian style and characterization that, Hong aside, is somewhat lacking in depth and vibrancy. Nathan wrote Rising Higher and Amusement Park. Major ad/promo; BOMC alternate.Copyright 1987 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",NULL
0002553635,The Country Cook's Companion (Country Companion),NULL,http://ecx.images-amazon.com/images/I/61zFKVNPhdL.jpg,NULL,NULL
0002554364,Sindh Revisited: A Journey in the Footsteps of Captain Sir Richard Francis Burton 1842-1849 : The India Years,NULL,http://ecx.images-amazon.com/images/I/51E90CMF29L.jpg,"Christopher Ondaatje was born in Ceylon, receiving his schooling and began his career in England, and emigrated to Canada in 1956. He has worked at several magazines and newspapers, includingThe Financial Post. In 1967 he founded Pagurian Press and the following year formed the Pagurian Corporation. He was a member of Canada's Olympic bobsled team that brought back Canada's only gold medal from the 1964 Winter Olympics, and is the author ofThe Prime Ministers of Canada, Olympic Victory, Leopard in the Afternoon, andThe Man Eater of Punanai.",NULL
0002251930,Way Beyond Therapy (Peanuts at Work and Play),NULL,http://ecx.images-amazon.com/images/I/415WDZS8GKL.gif,"Charles M. Schulz, the most popular cartoonist in history, published the comic strip, Peanuts, in 2,600 newspapers worldwide and won several prestigious awards, including the Congressional Medal of Honor. Mr. Schulz died February 12, 2000, the night before his farewell Peanuts comic strip was published.",NULL
0002552078,The Best of Spain: A Cookbook,22.78,http://ecx.images-amazon.com/images/I/41ANaf5EXhL.jpg,NULL,NULL
000255397X,Wild Stone Heart: An Apprentice in the Fields,NULL,http://ecx.images-amazon.com/images/I/517P1SA99ML.jpg,"Sharon Butala is a leading Canadian author whose memoir, THE PERFECTION OF THE MORNING, was a bestseller in Canada.  For most of her life she has lived on a  Saskatchewan farm, which forms  the subject of WILD STONE HEART.--This text refers to thePaperbackedition.",NULL
0002550857,The Best of Italy,19.77,http://ecx.images-amazon.com/images/I/51KZXECW8EL.jpg,"This wonderful series is the easiest way to sample some of the  world's finest cuisines from the comfort of your own kitchen.  Small in  size, yet large in recipe selection, each volume offers a delicious  range of dishes--from the simple to the imaginative.",NULL
0002550318,France: A Culinary Journey- Classic Recipes from the Regions of France,NULL,http://ecx.images-amazon.com/images/I/91pHfHRoPoL.jpg,NULL,NULL
0002254980,Dorothy L'Amour,NULL,http://ecx.images-amazon.com/images/I/21QRJTS9P3L.jpg,NULL,NULL
000255447X,Our Baby: A Journal,NULL,http://ecx.images-amazon.com/images/I/51O1sQrujaL.jpg,NULL,NULL
0002255731,Mariana,13.93,http://ecx.images-amazon.com/images/I/510599TE8VL.jpg,"'[Mariana's] letters, translated here by Vaz, are simple, strong arguments for the purity of love, and they seem to penetrate the human heart with startling directness... Mariana is most successful in its lyrical descriptions of ordinary lives transfigured, in its detailing of everyday routines and beliefs, and in its account of spiritual and emotional struggles... Vaz's evocation of life in seventeenth-century Portugal glows with colour.' E V Ormond, TLS--This text refers to thePaperbackedition.",NULL
0002553465,Squash: A Country Garden Cookbook,11.3,http://ecx.images-amazon.com/images/I/51rHqOmtK9L.jpg,NULL,NULL
0002239418,Duncton Rising (Book of Silence),NULL,http://ecx.images-amazon.com/images/I/61FhPle-%2B4L.jpg,"""More readable and rewarding than Lord of the Rings"" - The Times--This text refers to an out of print or unavailable edition of this title.",NULL
0002553481,Southwest: The Beautiful Cookbook,23.3,http://ecx.images-amazon.com/images/I/51WRG0VDQJL.jpg,"Fenzl, food editor of Southwest Passages , who also runs the Les Gourmettes Cooking School in Phoenix, Ariz., and Kolpas ( Pasta Menus ) add a new regional volume to the ""Beautiful"" series. Like the forerunners in the series, this one is scaled oversize to accommodate not only color photographs of avocado pasta and tomatillo soup, but also of the local landscapes, such as a Native American powwow and New Mexico's San Juan mountains. As such, Southwest can be read as a gastronomic travel book, filled with escapist textures and tastes. The book is organized by locale (e.g., the Rio Grande Basin gets one chapter) and by genre (desserts and beverages; soups, stews and chilis). It's both picturesque and practical: Kolpas sets the scene well for upscale-indigenous meals with his surveys of Southwest history and habits, while Fenzl offers practical and appealing recipes (especially for salsas and the like, and for appetizers). So while the book looks glamorous, it is also useful.Copyright 1994 Reed Business Information, Inc.",NULL
0002318075,Third Girl (Agatha Christie Collection),6.64,http://ecx.images-amazon.com/images/I/41Z3DDQFH6L.jpg,'First Class Christie' Sunday Telegraph  'Mesmerising ingenuity' Financial Times,NULL
0002212269,The File on Devlin,NULL,http://ecx.images-amazon.com/images/I/5126s5%2BvNyL.jpg,NULL,NULL
0002253305,The Biographer's Moustache,NULL,http://ecx.images-amazon.com/images/I/41b6FlqjZyL.jpg,"A good dry romantic comedy with a distinctive Amis wit. The Biographer's Moustache is light, funny and splendid in its prejudices, and at times touching in its compassion. Malcolm Bradbury, Mail on Sunday The Biographer's Moustache is rich in shrewd and mischievous social observation. The reader - or this reader, at any rate - shouts with laughter as another pretension is skewered. Amis allows his characters' graces and strengths to emerge gradually and stealthily; this underlying texture of his writing is part of his greatness as a novelist. Peter Whitebrook, Scotland on Sunday Full of characteristic Amisian qualities: wit, pace, linguistic dexterity, character, thoughtfulness. Eric Jacobs, The Spectator Every bit as readable as any of its predecessors. Amis's extraordinary skill at shaping material and his ear for dialogue seem to be as sharp as ever. A N Wilson, Evening Standard--This text refers to thePrint on Demand (Paperback)edition.",NULL
0002554755,The Best of Waffles &amp; Pancakes,11.04,http://ecx.images-amazon.com/images/I/518DW2HJ4KL.jpg,"Jane Stacey is a pastry chef and cook, and has done food styling for bothThe New York Times MagazineandFood and Winemagazine. She is the co-author ofPretty Cakes.",NULL
0002553112,The last house of Ulster: A family in Belfast,NULL,http://ecx.images-amazon.com/images/I/519SMSHKVCL.jpg,NULL,NULL
0002555719,"Furious Interiors: R.S.Thomas, God and Wales",NULL,http://ecx.images-amazon.com/images/I/41BZDK852XL.jpg,NULL,NULL
0002444763,Light Thickens,23.7,NULL,NULL,NULL
